PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Days_To_Delivery,Days_Past_Due,Cost_Savings,Delivery_Performance,Due_This_Week,Past_Due_Bucket
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,2.0,398.0,14842.880000000014,On Time,0,60+
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,0.0,Yes,,0.0,6530.849999999992,On Time,0,Not Past Due
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,12.0,306.0,1102.8999999999985,Pending,0,60+
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,17.0,752.0,6308.100000000003,Pending,0,60+
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,16.0,580.0,9250.20000000001,On Time,0,60+
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,4.0,883.0,1307.9999999999998,Pending,0,60+
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,18.0,408.0,5704.379999999998,Pending,0,60+
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,9.0,748.0,8933.699999999995,Pending,0,60+
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,14.0,403.0,365.69999999999834,Delayed,0,60+
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,20.0,381.0,16945.80000000001,On Time,0,60+
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,18.0,951.0,4604.04,Delayed,0,60+
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,9.0,366.0,205.9999999999988,On Time,0,60+
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,0.0,Yes,9.0,917.0,1145.7600000000048,On Time,0,60+
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,10.0,570.0,12380.130000000001,On Time,0,60+
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,0.0,Yes,,0.0,17715.679999999993,On Time,0,Not Past Due
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,0.0,Yes,6.0,406.0,1694.1599999999999,On Time,0,60+
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,19.0,412.0,23017.61,On Time,0,60+
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,3.0,471.0,1181.1600000000008,On Time,0,60+
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,1.0,685.0,343.649999999999,On Time,0,60+
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,17.0,725.0,2523.75,On Time,0,60+
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,14.0,786.0,5180.759999999999,On Time,0,60+
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,6.0,318.0,7632.800000000001,On Time,0,60+
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,11.0,677.0,1599.6000000000006,Delayed,0,60+
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,19.0,746.0,389.64000000000004,Delayed,0,60+
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,2.0,736.0,9573.519999999991,On Time,0,60+
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,0.0,Yes,20.0,584.0,14444.729999999992,On Time,0,60+
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,3.0,872.0,330.270000000001,On Time,0,60+
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,14.0,308.0,23321.999999999993,Delayed,0,60+
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,15.0,334.0,702.8000000000011,On Time,0,60+
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,7.0,695.0,11610.599999999993,On Time,0,60+
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,4.0,537.0,3094.8299999999977,On Time,0,60+
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,4.0,682.0,4724.159999999998,On Time,0,60+
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,19.0,916.0,349.15999999999974,On Time,0,60+
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,10.0,990.0,4335.9199999999955,On Time,0,60+
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,13.0,527.0,4277.799999999998,Delayed,0,60+
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,,0.0,18688.28000000001,On Time,0,Not Past Due
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,7.0,426.0,8606.750000000002,On Time,0,60+
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,7.0,900.0,462.5999999999993,On Time,0,60+
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,9.0,925.0,6730.360000000004,On Time,0,60+
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,4.0,455.0,1793.8800000000003,On Time,0,60+
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,14.0,777.0,255.27000000000064,Delayed,0,60+
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,13.0,478.0,178.18999999999969,Delayed,0,60+
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,8.0,730.0,369.82999999999845,On Time,0,60+
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,12.0,862.0,6617.3399999999865,On Time,0,60+
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,2.0,650.0,13113.939999999997,On Time,0,60+
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,15.0,924.0,2322.1099999999997,Delayed,0,60+
PO-00380,Alpha_Inc,2022-09-08,2022-09-18,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,10.0,749.0,2804.7600000000025,Pending,0,60+
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,19.0,612.0,3803.5199999999913,Delayed,0,60+
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,13.0,705.0,2956.140000000001,Delayed,0,60+
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,14.0,834.0,9194.249999999998,Delayed,0,60+
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,13.0,548.0,1135.2600000000002,On Time,0,60+
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,11.0,442.0,14379.749999999998,On Time,0,60+
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,20.0,269.0,469.6500000000002,Delayed,0,60+
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,12.0,688.0,2977.000000000008,Delayed,0,60+
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,4.0,379.0,5012.550000000005,On Time,0,60+
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,19.0,321.0,5355.220000000003,Delayed,0,60+
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,3.0,465.0,1360.479999999993,Pending,0,60+
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,10.0,991.0,1044.8800000000003,On Time,0,60+
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,8.0,318.0,704.979999999999,On Time,0,60+
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,6.0,436.0,502.83999999999617,On Time,0,60+
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,4.0,699.0,857.0700000000005,On Time,0,60+
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,7.0,323.0,19197.749999999985,On Time,0,60+
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,,0.0,2632.680000000003,On Time,0,Not Past Due
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,5.0,867.0,3393.9899999999984,On Time,0,60+
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,5.0,734.0,6226.5,On Time,0,60+
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,6.0,885.0,1776.8400000000054,Pending,0,60+
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,3.0,897.0,9022.799999999996,On Time,0,60+
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,16.0,427.0,412.3900000000008,Delayed,0,60+
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,19.0,831.0,12132.359999999988,Delayed,0,60+
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,15.0,716.0,4928.739999999979,On Time,0,60+
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,19.0,702.0,178.50000000000028,Delayed,0,60+
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,20.0,370.0,16943.25,Delayed,0,60+
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,11.0,783.0,2524.499999999999,On Time,0,60+
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,3.0,655.0,844.8300000000003,On Time,0,60+
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,10.0,791.0,11015.999999999995,On Time,0,60+
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,19.0,287.0,2966.95,Delayed,0,60+
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,17.0,343.0,1213.2899999999988,Delayed,0,60+
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,15.0,724.0,3453.630000000008,Delayed,0,60+
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,2.0,490.0,3878.9299999999976,Pending,0,60+
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,10.0,499.0,2402.600000000001,On Time,0,60+
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,3.0,749.0,2609.279999999996,Pending,0,60+
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,17.0,940.0,1014.4000000000054,Delayed,0,60+
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,19.0,896.0,1894.5000000000005,Delayed,0,60+
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,2.0,358.0,5029.699999999998,On Time,0,60+
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,19.0,557.0,6027.699999999995,Delayed,0,60+
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,11.0,715.0,368.5,Delayed,0,60+
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,17.0,947.0,1038.360000000003,Delayed,0,60+
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,2.0,1004.0,4126.44,On Time,0,60+
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,11.0,657.0,6650.399999999997,Pending,0,60+
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,,0.0,2184.9899999999966,On Time,0,Not Past Due
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,6.0,351.0,4981.119999999997,On Time,0,60+
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,15.0,726.0,3460.2000000000003,Delayed,0,60+
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,,0.0,5361.290000000001,On Time,0,Not Past Due
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,20.0,537.0,6780.270000000001,On Time,0,60+
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,12.0,433.0,1312.8300000000004,Delayed,0,60+
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,,0.0,284.5800000000009,On Time,0,Not Past Due
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,11.0,561.0,11662.179999999998,Delayed,0,60+
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,2.0,433.0,5881.320000000004,On Time,0,60+
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,11.0,989.0,267.84999999999945,Pending,0,60+
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,4.0,891.0,2791.9900000000093,On Time,0,60+
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,13.0,919.0,1139.0399999999997,On Time,0,60+
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,20.0,282.0,855.7600000000004,Delayed,0,60+
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,0.0,Yes,11.0,846.0,967.9999999999999,On Time,0,60+
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,0.0,Yes,5.0,446.0,4725.0,On Time,0,60+
PO-00438,Alpha_Inc,2022-02-06,,MRO,Delivered,847,17.77,17.39,0.0,Yes,,0.0,321.85999999999916,On Time,0,Not Past Due
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,13.0,618.0,7400.800000000009,Delayed,0,60+
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,3.0,410.0,632.6999999999995,On Time,0,60+
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,13.0,431.0,1902.3999999999974,On Time,0,60+
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,0.0,Yes,11.0,847.0,262.34000000000157,On Time,0,60+
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,17.0,552.0,12587.400000000012,Pending,0,60+
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,14.0,865.0,266.0599999999988,On Time,0,60+
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,0.0,Yes,1.0,966.0,9236.16,On Time,0,60+
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,6.0,688.0,7722.120000000004,Pending,0,60+
PO-00447,Gamma_Co,2023-01-09,2023-01-19,Raw Materials,Pending,865,28.79,25.69,47.0,Yes,10.0,626.0,2681.499999999998,Pending,0,60+
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,0.0,No,16.0,953.0,1239.0,On Time,0,60+
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,0.0,Yes,5.0,638.0,11313.679999999997,On Time,0,60+
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,10.0,784.0,643.6799999999989,On Time,0,60+
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,4.0,307.0,872.8500000000016,On Time,0,60+
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,18.0,736.0,1447.379999999991,Delayed,0,60+
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,0.0,Yes,17.0,310.0,5278.050000000008,Delayed,0,60+
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,0.0,Yes,11.0,893.0,481.13999999999993,Delayed,0,60+
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,20.0,627.0,933.75,Delayed,0,60+
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,0.0,No,13.0,423.0,3439.3800000000047,Delayed,0,60+
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,6.0,587.0,264.9600000000017,On Time,0,60+
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,20.0,354.0,552.3000000000004,Delayed,0,60+
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,0.0,Yes,6.0,845.0,3591.990000000001,On Time,0,60+
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,2.0,765.0,8849.519999999986,On Time,0,60+
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,8.0,835.0,6940.079999999997,On Time,0,60+
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,0.0,No,,0.0,711.8799999999993,On Time,0,Not Past Due
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,15.0,572.0,3851.4000000000015,Pending,0,60+
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,0.0,Yes,8.0,976.0,16325.639999999994,Pending,0,60+
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,16.0,810.0,2564.0999999999945,Delayed,0,60+
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,,0.0,72.38000000000021,On Time,0,Not Past Due
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,19.0,569.0,625.6800000000018,On Time,0,60+
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,,0.0,4291.5599999999995,On Time,0,Not Past Due
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,10.0,745.0,273.7800000000004,On Time,0,60+
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,0.0,No,17.0,719.0,43.69999999999989,On Time,0,60+
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,6.0,840.0,2932.3199999999993,On Time,0,60+
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,20.0,271.0,2637.0,Delayed,0,60+
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,9.0,890.0,1130.9900000000039,On Time,0,60+
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,16.0,602.0,187.55999999999972,Delayed,0,60+
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,0.0,No,18.0,952.0,2758.4800000000005,Delayed,0,60+
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,,0.0,1497.5999999999988,On Time,0,Not Past Due
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,17.0,765.0,154.02000000000046,Delayed,0,60+
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,0.0,No,10.0,795.0,9506.900000000003,Pending,0,60+
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,6.0,532.0,1504.5799999999992,On Time,0,60+
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,17.0,634.0,2875.219999999998,Delayed,0,60+
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,14.0,683.0,558.1799999999928,Delayed,0,60+
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,8.0,768.0,13708.71999999999,On Time,0,60+
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,12.0,769.0,415.9500000000015,Delayed,0,60+
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,,0.0,781.2199999999998,On Time,0,Not Past Due
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,13.0,321.0,4814.279999999997,Delayed,0,60+
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,8.0,804.0,7900.960000000008,On Time,0,60+
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes,3.0,598.0,479.7000000000007,On Time,0,60+
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes,1.0,672.0,2079.8399999999997,Pending,0,60+
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,4.0,720.0,14923.239999999996,On Time,0,60+
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,11.0,927.0,2528.4999999999977,Delayed,0,60+
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,5.0,719.0,1910.9999999999984,On Time,0,60+
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes,16.0,634.0,6452.9000000000015,Pending,0,60+
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes,5.0,348.0,1248.7499999999998,On Time,0,60+
PO-00494,Gamma_Co,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes,16.0,472.0,5825.080000000002,Pending,0,60+
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,1.0,599.0,5761.140000000002,On Time,0,60+
PO-00496,Epsilon_Group,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes,,0.0,4374.720000000006,On Time,0,Not Past Due
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,7.0,453.0,1425.5099999999966,On Time,0,60+
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,18.0,652.0,3954.720000000004,Delayed,0,60+
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,,0.0,673.1999999999994,On Time,0,Not Past Due
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,14.0,877.0,1767.9200000000005,On Time,0,60+
